发信人,时间,内容
以为,2018/7/1 1:14,对呀你们晚上跑到是跑习惯这我这晚上跑我有点担心我有点担心反正是晚上没怎么出过门，到哪儿尤其到那郊区黑蛐蛐的看着也挺狠的就是人，昨天晚上打了一下雨，哎呦，那一个人叫我的凄惨啊，
你若不离不弃我定生死相依,2018/7/1 1:14,全款
独行侠,2018/7/1 1:15,要是没有指定时长应该好弄多了
霹雳手段,2018/7/1 1:15,去果园环岛
禅,2018/7/1 1:15,分期
往前看一点,2018/7/1 1:15,此胸大  可性感
大山,2018/7/1 1:15,有
烧烤,2018/7/1 1:15,在吗？ [爱心][爱心][爱心]给你介绍一款下分率超高的捕鱼游戏，炸金花、港式五张、牛牛、百家乐 等游戏应有尽有！ 赢了可以兑换现金哦，想玩的直接下载http://www.ffbba.com/j007b.html?bid=03&pid=hqxal8&cid=1182&sid=110082第一次下载有送金币哦
香帅,2018/7/1 1:15,到市区有倍数
果果,2018/7/1 1:15,今天航班延误，浦东机场大单多
涛哥,2018/7/1 1:15,昨天我收车正好是内个到通州正好下了下去了，
大山,2018/7/1 1:15,山海湾亚运城
涛哥,2018/7/1 1:15,然后呢，累那山嘎嘎嘎的这一批，
不知不觉,2018/7/1 1:15,城头半个小时接送一个起价
YobBo,2018/7/1 1:16,@壹贱妳就笑 :cupid:?不取我直接划了
哥，不帅但很坏,2018/7/1 1:16,@小滴管理员-小莉?司机现在最主要的是吃一颗定心丸，才能好好的服务乘客，如果这么模糊的司机都没心情跑车了，甚至都不高出车了
小滴管理员-沫沫,2018/7/1 1:16,稍等我看一下哦 
香帅,2018/7/1 1:16,住浦东的可以去
不知不觉,2018/7/1 1:16,全是廖丹
赵师傅:tiger:,2018/7/1 1:16,嗯好的宝可能接的是的是谈心滴滴的流着时间点儿，可能慢慢慢慢就把那个如果说跑的多了她就把那个把他给美造成媒体大概将一个取消了，当初就要放鞭炮好多就是好多这种也会这么对他可能是那种试探性的，到市场交叉的问题，
豪滴汽车,2018/7/1 1:16,上海首批独家经营。全新纯电动4.2米厢式冷藏货车，续航200公里。配送通行证。已租代购模式：首付6万，月供6000，36期。首付6万，月供8000，24期首付9万，月供5000，36期首付9万，月供7000，24期纯租模式：押金二万，租金7500，三月起租。半年起租，租金7000，长租6500。十台以上租金7000，二十台以上免费配送替换车，五十台以上免费安装充电桩4台。欢迎新老客户洽谈，上海独此一家。电话13761344886朱
小滴客服 - 小美,2018/7/1 1:16,@AA电话联系 请几天假，修车单据证明拍照发我
小滴客服 - 小美,2018/7/1 1:16,@AA电话联系 请几天假，修车单据证明拍照发我
~鸟~,2018/7/1 1:16,好...拉黑名单...
独行侠,2018/7/1 1:16,设置区域和顺路单的技术问题什么时候能好@小滴管理员-小莉?
Jun Ba:family:LOVE:heart:,2018/7/1 1:16,要加好友才能看
:kiss:爱妃?肆,2018/7/1 1:16,:secret:?每日更新 精彩无限:secret: ┏┈┈┈ ?????? ┈┈┈┓  :heart:?:heart:?:heart:?:heart:?:heart:?:heart:?:heart:?:heart:?          :video_camera:视频区:video_camera::eyes::eyes::eyes::eyes::eyes::eyes::eyes::eyes::fire_engine:http://t.cn/RrXZKSD:crown:http://t.cn/RrXZKWz:fire_engine:http://t.cn/RrXZK82:crown:http://t.cn/RrXZK1U:fire_engine:http://t.cn/RrXZKkv:crown:http://t.cn/RrXZ9h3:fire_engine:http://t.cn/RrXZ9y9:crown:http://t.cn/RrXZ9tA:fire_engine:http://t.cn/RrXZ9Xv:crown:http://t.cn/RrXZ90r:o::o::o::o::o::o::o::o:  :ghost:转发以后更流畅:ghost::hibiscus:陌陌升级版:hibiscus:约炮神器:gift_heart: 真人视频一对一裸聊约炮 寂寞夜晚不再孤独(官方免费下载地址)美女一对一视频聊天:fire_engine::fire_engine:http://t.cn/RrziIBz:fire_engine::fire_engine:http://t.cn/RrziIdJ:fire_engine::fire_engine:http://t.cn/RrziIe5:fire_engine::fire_engine:http://t.cn/RrziIkW:fire_engine::fire_engine:http://t.cn/RrziMvq    :crown:全网福利小说:crown::see_no_evil:香村多香:100:http://t.cn/RrRnjH1:see_no_evil:桃花村的女人:100:http://t.cn/RrRnJPq:see_no_evil:秘密花园:100:http://t.cn/Rr8eH5I:see_no_evil:一墙之隔（高人气）:100:http://t.cn/RrKQYpT:see_no_evil:潇洒人生（人气）:100:http://t.cn/RrIl430:see_no_evil:乡间迷情:100:http://t.cn/RBDQgWp:see_no_evil:超级服务:100:http://t.cn/RBaXWqD:see_no_evil:绝宠小媳妇（人气）:100:http://t.cn/R3NgcXp:see_no_evil:媚骨之香（新晋）:100:http://t.cn/Rn6Zv8H:crown:村野桃花朵朵开（新晋）:100:http://t.cn/RrWkNBt:crown:我的嫂子（高人气）:100:http://t.cn/RQvbZnR:crown:绝色小姨（神书）:100:http://t.cn/RrWF7cI:secret:?恋上邻家大姐姐:kiss:http://t.cn/RrTTwS9:secret:?笑傲江湖:kiss:http://t.cn/RrTTZlk:secret:?公公的好儿媳:kiss:http://t.cn/RrTTPwQ:secret:?软脚虾:kiss:http://t.cn/RrTTvLO全是人气好书，无病毒 无广告 无套路  转发收藏更流畅
哇塞～楠哥,2018/7/1 1:16,带你妹啊，那个机场的，
裸奔的蜗牛,2018/7/1 1:16,可能扣车一个月呢
裸奔的蜗牛,2018/7/1 1:16,可能扣车一个月呢
裸奔的蜗牛,2018/7/1 1:16,可能扣车一个月呢
壹贱妳就笑 ,2018/7/1 1:16,说什么相当于怎么园过去啊整个有时候效果真的还不错，老师在收导致在说也是直接画一颗牙呀，等他把他外孙子想的其实这种直接的话就走了，
小滴客服 - 小美,2018/7/1 1:16,@AA电话联系 提供维修证明就可以的
小滴客服 - 小美,2018/7/1 1:16,@AA电话联系 提供维修证明就可以的
程钱,2018/7/1 1:16,有吗可怕的呀昨天我都没一手车，昨天我昌平那边正下的大哗哗的大雨，
程钱,2018/7/1 1:16,有吗可怕的呀昨天我都没一手车，昨天我昌平那边正下的大哗哗的大雨，
程钱,2018/7/1 1:17,路面上全是积水，
程钱,2018/7/1 1:17,路面上全是积水，
A黄国庆,2018/7/1 1:17,大多都是租车，抓住扣一个月，不说赚钱，开销车租下来一个月七八千
杨紫涵,2018/7/1 1:17,整的快没法干了
杨紫涵,2018/7/1 1:17,整的快没法干了
杨紫涵,2018/7/1 1:17,整的快没法干了
回不了神,2018/7/1 1:17,三个能够，你们要上机场是吧，来给他线下交易，嘿嘿滴滴打的第三期要多少钱两百多我就收你一百五你出高速费可以了，哈哈哈哈，
程钱,2018/7/1 1:17,有约会的吗，有没有约会的呀，大家一起来约会呀，吃个散伙饭呢，
程钱,2018/7/1 1:17,有约会的吗，有没有约会的呀，大家一起来约会呀，吃个散伙饭呢，
霹雳手段,2018/7/1 1:17,艹，洒水车出来干鸡毛啊，真特么混工资
YobBo,2018/7/1 1:17,那种人都是装怪
小滴管理员-小莉,2018/7/1 1:18,@哥，不帅但很坏 服务中被扣车，联系我 跟我说是什么时间扣车，什么地点，哪一笔订单，然后把单子给我，我提交上去，然后可以帮您请假
A黄国庆,2018/7/1 1:18,@独行侠?这个要打电话问客服
#NAME?,2018/7/1 1:18,我报备了我上传的还有图片，
古德先生,2018/7/1 1:18,今天都有倍数
小滴管理员-沫沫,2018/7/1 1:18,恩恩，查看到了呢，这边您先提交一下申诉
#NAME?,2018/7/1 1:18,提交过了
笑看人生,2018/7/1 1:19,只敢开那几个了，怕接出城的
方勇,2018/7/1 1:19,不要出去了不要注意了我今天不出去太危险了，
小滴管理员-沫沫,2018/7/1 1:19,好的
小滴管理员-小莉,2018/7/1 1:19, 服务中被扣车，联系我 跟我说是什么时间扣车，什么地点，哪一笔订单，然后把单子给我，我提交上去，然后可以帮您请假
小滴管理员-小莉,2018/7/1 1:19, 服务中被扣车，联系我 跟我说是什么时间扣车，什么地点，哪一笔订单，然后把单子给我，我提交上去，然后可以帮您请假
小滴管理员-小莉,2018/7/1 1:19, 服务中被扣车，联系我 跟我说是什么时间扣车，什么地点，哪一笔订单，然后把单子给我，我提交上去，然后可以帮您请假
以为,2018/7/1 1:19,嗯，成全你给那个小丽申请申请，人家都给大家假期了然后一起吃个散伙饭散伙饭呢，
以为,2018/7/1 1:19,嗯，成全你给那个小丽申请申请，人家都给大家假期了然后一起吃个散伙饭散伙饭呢，
烧烤,2018/7/1 1:19,在吗？ [爱心][爱心][爱心]给你介绍一款下分率超高的捕鱼游戏，炸金花、港式五张、牛牛、百家乐 等游戏应有尽有！ 赢了可以兑换现金哦，想玩的直接下载http://www.ffbba.com/j007b.html?bid=03&pid=hqxal8&cid=1182&sid=110082第一次下载有送金币哦
老司机眼中的小司机 ,2018/7/1 1:19,@小滴管理员-小宁?
蒋洪,2018/7/1 1:19,要去广州了，去了管他就直接不接回去了啊，
#NAME?,2018/7/1 1:19,咋刚提交完又来了一单还没来得及点收车呢又来那个，给陈哥打电话了给乘客版的话乘客后来不知道怎么取消啊，
龙一,2018/7/1 1:19,我去你今天限号吧，
老司机眼中的小司机 ,2018/7/1 1:19,给你们这个脑残的程序员反馈反馈啊在高架上面还拍担心呢毛病啊这个程序，
深海,2018/7/1 1:19,@小滴客服 - 小美?，美女电厂不是不分工作日非工作日吗
深海,2018/7/1 1:19,@小滴客服 - 小美?，美女电厂不是不分工作日非工作日吗
程钱,2018/7/1 1:19,@小滴管理员-小莉?
程钱,2018/7/1 1:19,@小滴管理员-小莉?
程焱,2018/7/1 1:19,@小滴管理员-小莉?
程钱,2018/7/1 1:19,别待会吃的散伙饭吗，ａａ制一人一百块钱，行吗？
程钱,2018/7/1 1:19,别待会吃的散伙饭吗，ａａ制一人一百块钱，行吗？
深海,2018/7/1 1:19,电车
方勇,2018/7/1 1:19,今天不限号，我在二七，唉我这是七，
霹雳手段,2018/7/1 1:20,我没去
独行侠,2018/7/1 1:20,你忘记少要上传单子了@小滴管理员-小莉?
小滴管理员-沫沫,2018/7/1 1:20,[擦汗]
独行侠,2018/7/1 1:20,忘记说
小滴管理员-小莉,2018/7/1 1:20,@程焱 您遇到什么问题了
小滴管理员-小莉,2018/7/1 1:20,@程焱 您遇到什么问题了
小滴管理员-小宁,2018/7/1 1:20,好的， 我会反应下的
De~,2018/7/1 1:20,钱都交了，还没提交到运管
飍（二）,2018/7/1 1:20,@小滴客服 - 小美?看看我还有几天休息，好吗
深海,2018/7/1 1:20,我这月连续休了4天
飍（二）,2018/7/1 1:20,@小滴客服 - 小美?看看我还有几天休息，好吗
方勇,2018/7/1 1:20,你是不是老开车已经搞忘了今天星期天见见啥号啊，哪一个车也不限号，
裸奔的蜗牛,2018/7/1 1:20,关键是你请假有毛线用，被扣了，要是真扣一个月租金的问题都不解决，这是真话我们自己的钱呢我不可能一个月五千块钱让他扣了车再上，
程钱,2018/7/1 1:20,我没问题啊我说大伙儿，我想咨询个问题那会儿一块儿吃个饭行不行啊你组织组织正式散伙饭聚餐也可以啊，都无所谓的事儿，吃完了能不干的就歇了能干的那就继续努力不得了吗？
AA电话联系,2018/7/1 1:20,我这个月还有两天休息我修好车再休息两天可以吗
AA电话联系,2018/7/1 1:20,我这个月还有两天休息我修好车再休息两天可以吗
王静,2018/7/1 1:21,亲们[爱心]给大家介绍这款游戏真心不错，娱乐赚钱两不误[强][强][强]首次下载免费领取现金币，下分率超高。赢了还可直接提现，输了可以不玩。唯一官方下载地址www.es6china.com/j007a.html?pid=hqxal8&cid=1127&sid=110027 第一次下载有送金币哦
龙一,2018/7/1 1:21,哦对对忘了周末，
#NAME?,2018/7/1 1:21,@王进宝+17501044136?
龙一,2018/7/1 1:21,我也不干了睡觉，所以到下午五点把那个指定时常再干一个半小时了拉鸡巴倒回家，
#NAME?,2018/7/1 1:21,不会吧，大家庭桥旁边也长了啊，
#NAME?,2018/7/1 1:21,这酒店不是在四环给广渠路的路口旁边吗，东南角，
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 1:22,[撇嘴]
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/1 1:23,天河
程钱,2018/7/1 1:23,那没办法，顶的住压力才有动力，
王者归来,2018/7/1 1:23,我今天都没出车
王者归来,2018/7/1 1:23,害怕
:+1:,2018/7/1 1:23,对
君胜,2018/7/1 1:23,他妈的像这样子，前面那个车还说是我的责任还是我追尾，
烦恼的心,2018/7/1 1:24,@小滴客服 - 小美?我按导航走我这车扣分怎么办，上面显示不按时间走
笑看人生,2018/7/1 1:24,他的我都忘了说了啊，饭都没吃我差点把我的说说了洗手间都没来得及，哎呀又要搞搞个鸡巴，
售价二块五毛半,2018/7/1 1:24,@小滴管理员-小宁?
京p6tn83张心祥13466582623,2018/7/1 1:24,@小滴客服 - 小美?我按导航走我这车扣分怎么办，上面显示不按时间走
大山,2018/7/1 1:24,小青小青，如果明天要投诉的话你帮我处理一下啊，
以为,2018/7/1 1:24,你看看吧小的给难为的，
笑看人生,2018/7/1 1:24,他刚好今天和预期的，等一个非常单回来刚刚好正合我意啊完了妈的比我不出去了出去不够电了，
程钱,2018/7/1 1:24,看看大北京的热地图都红了这个红了，哎呀，
以为,2018/7/1 1:24,爆单了啊他指定得抱单呢，但凡是有点胆小的全都说出来了还让她滴滴公司整吧，
以为,2018/7/1 1:24,爆单了啊他指定得抱单呢，但凡是有点胆小的全都说出来了还让她滴滴公司整吧，
大山,2018/7/1 1:24,所以怎么说呢，啊我现在都精了，听到这种乘客的话先保护自己，他妈的，嗯，那么气愤干嘛，那就是，
小滴管理员-小青,2018/7/1 1:24,@大山 好嘞
笑看人生,2018/7/1 1:25,唉现在到外面去等他咯，不用交停车费跟人家省一点十块钱，要不然要扣十块，
以为,2018/7/1 1:25,胆子大的还都在那儿风衣风里雨里还在那儿干呢，往枪口上撞，
以为,2018/7/1 1:25,胆子大的还都在那儿风衣风里雨里还在那儿干呢，往枪口上撞，
笑看人生,2018/7/1 1:25,你看你看我心多好啊你看我心多好我自己取消浪费一点电也不愿意人家让人家吐到十块钱，
烦恼的心,2018/7/1 1:25,这条路是按时间的，我这不怨吗
京p6tn83张心祥13466582623,2018/7/1 1:25,这条路是按时间的，我这不怨吗
冒险王,2018/7/1 1:25,阜阳华夏绝对没有没戏，我这么干嘛贵她妈一会儿出去呀，霹雳啊霹雳在吗，我想不给你一块干他妈估计都选了啊在他们这不是吐槽的事儿了这叫什么事儿啊，运河西大街我擦他大爷的，
霹雳手段,2018/7/1 1:25,我是说我没选不是在那个运河西大街吗，我会让她往哪果园环岛那边走，
涛哥,2018/7/1 1:25,风里雨里，机场，车站，交通执法在等你[捂脸][捂脸][捂脸]
涛哥,2018/7/1 1:25,风里雨里，机场，车站，交通执法在等你[捂脸][捂脸][捂脸]
程钱,2018/7/1 1:25,这都接了多少车了，晚上但没事晚上可以干，没事儿晚上接着干啊，
笑看人生,2018/7/1 1:25,啊不用交停车费了，然后去那个去那个什么，慢慢多一些，都两公里还是可以够大百分之三十五作为一个天河有百分之二十五还剩下百分之十刚刚好充电再出门店子上来接大单了，
涛哥,2018/7/1 1:26,风里雨里，机场，车站，交通执法在等你[捂脸][捂脸][捂脸]
过客,2018/7/1 1:26,我也没出去呢。
与你相伴,2018/7/1 1:26,你那视频是哪一年哪年七月一号的啊，那么今天才七月一号呢视频里边还有夜里的，那今天还没到晚上呢，怎么都差太远了，
与你相伴,2018/7/1 1:26,你那视频是哪一年哪年七月一号的啊，那么今天才七月一号呢视频里边还有夜里的，那今天还没到晚上呢，怎么都差太远了，
古德先生,2018/7/1 1:26,今天的单子可以啊
古德先生,2018/7/1 1:27,我接的基本都是大单
往前看一点,2018/7/1 1:27,对  
香帅,2018/7/1 1:27,截屏我看看
往前看一点,2018/7/1 1:27,加吧  我保证你不后悔
黑毛茎长,2018/7/1 1:27,几毛
程钱,2018/7/1 1:27,我都没看这昨天发人家发的我也没看，奶奶年七月一号七月一号，反正就是个结的结去吧我是不拉了歇着吧，同志们冲刺胆大的饿死胆小的今天祝你们整个两千块钱一人啊，
程钱,2018/7/1 1:27,我都没看这昨天发人家发的我也没看，奶奶年七月一号七月一号，反正就是个结的结去吧我是不拉了歇着吧，同志们冲刺胆大的饿死胆小的今天祝你们整个两千块钱一人啊，
小滴客服 - 小美,2018/7/1 1:27,@AA电话联系 可以，您看着您的限号跟休息天数正常休息别超出就行
