群名,发信人,时间,内容
【25416011】精鹰担保共创群,等待,2018/7/7 7:56,一句话也会把这个问题希望人家把东西东西都里面，
【25416011】精鹰担保共创群,格莱美软装馆,2018/7/7 7:51,那写的可以吗？
【25416011】精鹰担保共创群,格莱美软装馆,2018/7/7 8:03,等待大概区玩这个之后输的了输了好几万了这个东西，
【25416011】精鹰担保共创群,邹羽辉,2018/7/7 8:07,现在还有软件能买了我怎么在那个什么天天消里都买不了啊，
【25416011】精鹰担保共创群,邹羽辉,2018/7/7 8:07,还有软件的啊推荐一下子，
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 5:34,开始恶心人了
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 7:21,是的也都是比较，
【25416011】精鹰担保共创群,军哥17502503264,2018/7/8 7:19,@Mr.sun?一，想跑！就不要气。伤自己身体！习惯就好！
【25416011】精鹰担保共创群,Mr.sun,2018/7/8 7:15,这种单子第三个了，气的一米多高
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 5:39,莫名其妙的
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 5:38,嗯
【25416011】精鹰担保共创群,守望者????????????,2018/7/8 7:38,今天上课了[捂脸][捂脸][捂脸]
【25416011】精鹰担保共创群,军哥17502503264,2018/7/8 8:00,京西，我们把经济里能看出来啊，嗯，一个永远看不出来啊看出来的知道哪里能看出来啊，
【25416011】精鹰担保共创群,军哥17502503264,2018/7/8 8:00,到了联系大概在十万左右，恩这个差不多，
【25416011】精鹰担保共创群,小滴管理员-小红,2018/7/8 8:14,@Mr.sun 没有那么夸张吧
【25416011】精鹰担保共创群,Mr.sun,2018/7/8 8:14,二十万，是全年不休，一天十四小时，啊懂啦
【25416011】精鹰担保共创群,Mr.sun,2018/7/8 8:29,小心不消化，跟金针菇一样，see  you  tomrrow
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 9:12,选择保存到选择页面搞了搞不起，
【25416011】精鹰担保共创群,一棵树,2018/7/8 9:11,这么厉害
【25416011】精鹰担保共创群,守望者????????????,2018/7/8 9:14,@小滴管理员-小红?好像我这是这期最后一天休息了吧
【25416011】精鹰担保共创群,小滴管理员-小红,2018/7/8 9:14,我看下
【25416011】精鹰担保共创群,守望者????????????,2018/7/8 9:13,@小滴管理员-小红?今天大专毕业考试，休息一天
【25416011】精鹰担保共创群,守望者????????????,2018/7/8 9:15,那就行
【25416011】精鹰担保共创群,小滴管理员-小红,2018/7/8 9:15,是的
【25416011】精鹰担保共创群,守望者????????????,2018/7/8 9:16,毕业考完我也是大学生了[捂脸][捂脸][捂脸]
【25416011】精鹰担保共创群,冬天太冷了,2018/7/8 9:16,跑到4000
【25416011】精鹰担保共创群,渣渣廣,2018/7/8 9:42,4200拿一档
【25416011】精鹰担保共创群,冬天太冷了,2018/7/8 9:46,最后800
【25416011】精鹰担保共创群,冬天太冷了,2018/7/8 9:46,20到40是1200
【25416011】精鹰担保共创群,渣渣廣,2018/7/8 9:52,然后我是看不到的因为我周围的朋友，我这个小朋友的爸妈时间都所以我我不知道你们下面这种短信，因为以前一般我自己经常跑的吗跑到最少，然后现在呢我跑的都差不多，嗯我有个小朋友已经跑步去了，
【25416011】精鹰担保共创群,渣渣廣,2018/7/8 9:52,都是什么啊这个天啊我们讲我们都是跑这个的基本上都是每个周末休息有时候是上午在家睡觉下午一起出去聚餐，打开基本上就这样了，每周都这样，
【25416011】精鹰担保共创群,冬天太冷了,2018/7/8 9:46,40、70是1000
【25416011】精鹰担保共创群,冬天太冷了,2018/7/8 9:45,百分之20就能1500
【25416011】精鹰担保共创群,守望者????????????,2018/7/8 9:21,@今年夏天:fire:?你做梦
【25416011】精鹰担保共创群,放,2018/7/8 10:00,你走了没走了没走了没，
【25416011】精鹰担保共创群,放,2018/7/8 10:00,@高超 苏A63XZ9?
【25416011】精鹰担保共创群,放,2018/7/8 10:09,先去南京站，再去林场
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 10:17,现在虚汗有没有单子，
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 10:16,谁都知道没有接，
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 10:16,我说了四五千了标识给我好不好？
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 10:17,把那笔刚才上来好不容易给我搞一单，他妈的到下面的包那个叫什么，今天能够学院里面那个酒店的，或者是他妈的，
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 10:17,我现在有又收回去了，有没有单子啊，
【25416011】精鹰担保共创群,放,2018/7/8 10:17,我
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 10:20,我在柏尔曼门口，
【25416011】精鹰担保共创群,一棵树,2018/7/8 10:45,起步价都不给我
【25416011】精鹰担保共创群,一棵树,2018/7/8 10:45,小红给我一个起步价也行
【25416011】精鹰担保共创群,一棵树,2018/7/8 10:47,卧槽，来了，60公里[坏笑][坏笑]
【25416011】精鹰担保共创群,小滴管理员-小红,2018/7/8 10:46,我使个魔法
【25416011】精鹰担保共创群,A 润华驾校  高超 A,2018/7/8 10:31,刚才乘客是不是就是这门来交代的，
【25416011】精鹰担保共创群,一棵树,2018/7/8 10:35,王小红啊，我都出车两个小时了一单也不给我这太坑了，一单都不给我两个小时，零元，
【25416011】精鹰担保共创群,A 润华驾校  高超 A,2018/7/8 10:37,哦这坐一下不去看看去，我在过去找下看看咯，好慢慢啊，那就特别，
【25416011】精鹰担保共创群,一棵树,2018/7/8 10:36,我我不要的不我不要死的吧我不喜欢吃的吧，我是来挣钱这样我不是来吃的饱的啊，
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 10:33,唉我走了我都走了，
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 11:00,我妈到调动这个表地方那都没单，
【25416011】精鹰担保共创群,Eco,2018/7/8 10:27,今天爆单
【25416011】精鹰担保共创群,一棵树,2018/7/8 10:35,@小滴管理员-小红?
【25416011】精鹰担保共创群,一棵树,2018/7/8 10:32,估计要来单子了
【25416011】精鹰担保共创群,一棵树,2018/7/8 10:35,我专业屁
【25416011】精鹰担保共创群,小滴管理员-小红,2018/7/8 10:43,低调
【25416011】精鹰担保共创群,小滴管理员-小红,2018/7/8 10:33,@一棵树 专业啊
【25416011】精鹰担保共创群,一棵树,2018/7/8 10:32,@邹羽辉 19951671643?@高超 苏A63XZ9?
【25416011】精鹰担保共创群,A 润华驾校  高超 A,2018/7/8 10:59,不枉我苦苦等待
【25416011】精鹰担保共创群,天堂,2018/7/8 11:03,哎你们一大早全是计算啊哦怎么就等不到机场的存在，我等了那么长时间没等到，
【25416011】精鹰担保共创群,A 润华驾校  高超 A,2018/7/8 10:44,你这个少那是不要不要的了啊，
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 11:00,怎么了这底下啊这不是在机场接的，
【25416011】精鹰担保共创群,邹羽辉,2018/7/8 11:04,去机场干嘛呢，我们浪费了多长时间多美了接到单哦，最后假如掉了好几次我想耍了还是那拨到了吗啥执法三三一的大，
【25416011】精鹰担保共创群,A-南京优行婚车商旅 13805152027,2018/7/8 11:05,大脚丫门口吗，我家门口，王明月，
【25416011】精鹰担保共创群,玲美好,2018/7/8 11:05,对，只能大圆在光华东街，
【25416011】精鹰担保共创群,天堂,2018/7/8 11:08,虽然鸿运达到和吃古今一家彩文也就那个鸟样，哎呀就那个样，
【25416011】精鹰担保共创群,Ray,2018/7/8 11:43,嗯，
【25416011】精鹰担保共创群,放,2018/7/8 11:42,我开了机子，他妈的要到新调度到我要我到幸福南路，
【25416011】精鹰担保共创群,玲美好,2018/7/8 11:24,哎呀哎呀所以说为了前景就是从那些残忍的这个烤的还是传统的东西比较好，哎呀呀新生事物，当时是吗好的，呵呵滴滴并带来的连锁咯有什么比自己就觉得心累的，哎呀他那个时间的成本是很高的，
【25416011】精鹰担保共创群,放,2018/7/8 11:38,第一次这么爽
【25416011】精鹰担保共创群,冬天太冷了,2018/7/8 11:39,你们有没有发现，10点到4点，没有大单子
【25416011】精鹰担保共创群,Mr.sun,2018/7/8 11:47,@舍得?刚开始跑的好，后面就难跑了
【25416011】精鹰担保共创群,放,2018/7/8 11:48,我还有4天达标
【25416011】精鹰担保共创群,冬天太冷了,2018/7/8 11:48,临场放空的，六公里这样吧，去桥北唉，然后到桥北厅区域搬到市区林场那边不能接单啊，街上都是往滁州那边去的对不对好多这种出租和那个就是花旗营那个汽配城那里睡觉装饰城还是汽配城的不得了好像就是花钱，
【25416011】精鹰担保共创群,守望者????????????,2018/7/8 1:38,等个尿壶
【25416011】精鹰担保共创群,A 润华驾校  高超 A,2018/7/8 2:00,我们的好人好事做好人好事，
【25416011】精鹰担保共创群,天堂,2018/7/8 2:09,@小滴管理员-小红?这个社会好人没法做
【25416011】精鹰担保共创群,天堂,2018/7/8 2:09,做好人需要本钱的
【25416011】精鹰担保共创群,天堂,2018/7/8 2:15,说话不像今天真的不是小红
【25416011】精鹰担保共创群,Mr.sun,2018/7/8 2:27,我打个一般顺路的定向，十来分钟没单，情况不对啊
【25416011】精鹰担保共创群,Mr.sun,2018/7/8 2:59,小红挺热心肠，这个跟你么得关系
【25416011】精鹰担保共创群,A 润华驾校  高超 A,2018/7/8 4:27,ｏｄｒ遇到个想不开的，ｓｏｕｌ，江宁万达接的，去新街口兴业和重量密码之后脑子有问题脑子有问题吗不会坐地铁吗？
【25416011】精鹰担保共创群,A-南京优行婚车商旅 13805152027,2018/7/8 4:54,那么好的单子龙丹啊龙丹啊，农大给你们你们，
【25416011】精鹰担保共创群,A 润华驾校  高超 A,2018/7/8 5:27,新街口，了解去浦口，哎呀区的啊，没有的杯子怎么办，
【25416011】精鹰担保共创群,守望者????????????,2018/7/8 5:43,@高超 苏A63XZ9?马上给你送被子蚊香
【25416011】精鹰担保共创群,小滴管理员－小美,2018/7/8 7:35,好的，稍等
【25416011】精鹰担保共创群,A 润华驾校  高超 A,2018/7/8 8:26,哇这里面和我呱呱的机场有接的，回去回去回去回去，
【25416011】精鹰担保共创群,A 润华驾校  高超 A,2018/7/8 8:21,机场这边有没有二八杠斗地主惯蛋打麻将的朋友啊，
【25416011】精鹰担保共创群,小滴管理员－小美,2018/7/8 9:38,嗯好
【25416011】精鹰担保共创群,小滴管理员-小红,2018/7/8 10:00,欢乐时光特别快，又到时候讲拜拜，收车的哥哥们早点休息，还在辛苦出车的哥哥们一定要注意安全哦，明天八点我们不见不散[月亮]
【25416011】精鹰担保共创群,守望者????????????,2018/7/9 7:59,你不是小红[捂脸][捂脸]
【25416011】精鹰担保共创群,小滴管理员-小红,2018/7/9 8:02,@老顽童 哥，我是小红[嘘]
【25416011】精鹰担保共创群,守望者????????????,2018/7/9 8:02,不是
【25416011】精鹰担保共创群,小滴管理员-小红,2018/7/9 8:05,随您喽，您开心就好[愉快]
【25416011】精鹰担保共创群,守望者????????????,2018/7/9 8:29,@小滴管理员-小红?啊有出息哟这个单子
【25416011】精鹰担保共创群,天堂,2018/7/9 8:29,代驾高贵
【25416011】精鹰担保共创群,天堂,2018/7/9 8:29,好贵
【25416011】精鹰担保共创群,守望者????????????,2018/7/9 8:33,他坐等[捂脸][捂脸][捂脸]
【25416011】精鹰担保共创群,冬天太冷了,2018/7/9 8:42,我现在把精鹰退了
【25416011】精鹰担保共创群,Mr.sun,2018/7/9 8:43,这种单子跑三个了，是不是派我来机场做雷锋啊
【25416011】精鹰担保共创群,邹羽辉,2018/7/9 8:46,拿到奖励再退拿到奖励在退，
【25416011】精鹰担保共创群,Mr.sun,2018/7/9 8:47,这逼乘客取消点的是司机找理由不接，变成有责取消了
【25416011】精鹰担保共创群,邹羽辉,2018/7/9 8:46,给她妈逼的往嘴巴倒拿到奖励在退，
【25416011】精鹰担保共创群,小滴管理员-小红,2018/7/9 8:47,@今年夏天:fire: 退出活动后奖励是没有的哦哥
【25416011】精鹰担保共创群,守望者????????????,2018/7/9 8:45,[捂脸][捂脸][捂脸]
【25416011】精鹰担保共创群,冬天太冷了,2018/7/9 8:48,不是的，我上周不是完成了吗，我现在把它退掉不行吗？
【25416011】精鹰担保共创群,冬天太冷了,2018/7/9 8:49,他那个活动要求上面是七月九日，在人在活动中的司机就可以了，把它退了就是了，
【25416011】精鹰担保共创群,冬天太冷了,2018/7/9 8:59,意思就是说七月九日，人在计划当中的基因司机奖励正常发放也就是说相当于我今年把，今天跑完了明天相当于就可以了，
【25416011】精鹰担保共创群,冬天太冷了,2018/7/9 9:03,我知道是三个工作日发放啊就是意思是说我现在把它退了三个工作日之后发不发了是个问题，我在乎的是这个问题啊，我有事情啊不是说，反正就是不想跑这个经验，
【25416011】精鹰担保共创群,冬天太冷了,2018/7/9 9:03,那行啊，那你们的意思就是我在坚持三天就是了，那好，那就再坚持三天吧星期三等到第三天之后，哎呀在坚持个两天吧两天之后又发现你了，
【25416011】精鹰担保共创群,Mr.sun,2018/7/9 9:01,第四单了，我不会去接的妈的
【25416011】精鹰担保共创群,Mr.sun,2018/7/9 9:10,车在停车场，人在平台上，接这种单子麻烦的一塌糊涂
【25416011】精鹰担保共创群,A时光飞逝,2018/7/9 9:12,@冬天太冷了?休息三天，不是漂亮了
【25416011】精鹰担保共创群,A时光飞逝,2018/7/9 9:22,机场爆单了
【25416011】精鹰担保共创群,Mr.sun,2018/7/9 9:21,容易嘛，热死啦
